product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
249,PROD-000249,914,Aluminum Mounting Bracket Standard Series 0249,Components,Standard,Meter,482.59,870.64,Active
250,PROD-000250,668,Industrial Copper Wire Premium Series 0250,Raw Materials,Premium,Liter,94.08,179.77,Active
251,PROD-000251,682,Industrial Valve Assembly Specialty Series 0251,Components,Specialty,Meter,201.12,303.68,Active
252,PROD-000252,920,Reusable Transport Crate Premium Series 0252,Packaging,Premium,Kg,16.99,31.14,Inactive
253,PROD-000253,792,Industrial Control Module Premium Series 0253,Electronics,Premium,Each,386.78,773.36,Active
254,PROD-000254,926,Steel Coupling Specialty Series 0254,Components,Specialty,Liter,477.57,617.2,Active
255,PROD-000255,939,Polymer Resin Standard Series 0255,Raw Materials,Standard,Kg,141.06,203.71,Active
256,PROD-000256,913,Power Distribution Module Standard Series 0256,Electronics,Standard,Liter,420.73,883.88,Active
257,PROD-000257,916,Motor Control Panel Standard Series 0257,Electronics,Standard,Each,481.64,868.66,Active
258,PROD-000258,573,Conveyor Roller Assembly Premium Series 0258,Components,Premium,Each,235.36,481.63,Active
259,PROD-000259,186,Cold Rolled Steel Coil Specialty Series 0259,Raw Materials,Specialty,Each,122.54,201.58,Active
260,PROD-000260,965,Protective Packaging Insert Standard Series 0260,Packaging,Standard,Kg,353.15,756.71,Active
261,PROD-000261,765,Industrial Stretch Film Premium Series 0261,Packaging,Premium,Each,224.69,423.26,Active
262,PROD-000262,547,Drive Shaft Assembly Standard Series 0262,Components,Standard,Liter,446.24,1034.03,Active
263,PROD-000263,690,Material Handling Unit Premium Series 0263,Industrial Equipment,Premium,Liter,184.68,426.76,Active
264,PROD-000264,157,Reusable Transport Crate Standard Series 0264,Packaging,Standard,Each,242.62,495.64,Active
265,PROD-000265,13,Industrial Control Module Specialty Series 0265,Electronics,Specialty,Each,211.44,365.77,Inactive
266,PROD-000266,556,Pneumatic Control Unit Specialty Series 0266,Industrial Equipment,Specialty,Meter,405.53,723.12,Active
267,PROD-000267,981,Polymer Resin Standard Series 0267,Raw Materials,Standard,Each,415.86,923.16,Active
268,PROD-000268,558,Drive Shaft Assembly Standard Series 0268,Components,Standard,Liter,255.56,452.03,Active
269,PROD-000269,234,Material Handling Unit Premium Series 0269,Industrial Equipment,Premium,Liter,242.26,500.75,Active
270,PROD-000270,595,Thermal Processing Unit Premium Series 0270,Industrial Equipment,Premium,Meter,468.09,987.6,Active
271,PROD-000271,805,Precision Bearing Assembly Premium Series 0271,Components,Premium,Meter,14.43,33.1,Active
272,PROD-000272,507,Aluminum Sheet Stock Premium Series 0272,Raw Materials,Premium,Each,192.13,409.77,Active
273,PROD-000273,133,Proximity Sensor Premium Series 0273,Electronics,Premium,Each,326.13,650.19,Active
274,PROD-000274,694,Industrial Copper Wire Specialty Series 0274,Raw Materials,Specialty,Each,355.08,818.94,Active
275,PROD-000275,902,Heavy-Duty Packaging Sleeve Specialty Series 0275,Packaging,Specialty,Each,352.12,472.58,Active
276,PROD-000276,802,Conveyor Roller Assembly Premium Series 0276,Components,Premium,Each,486.12,903.44,Active
277,PROD-000277,706,Corrugated Shipping Carton Premium Series 0277,Packaging,Premium,Kg,236.18,388.83,Inactive
278,PROD-000278,781,Pneumatic Control Unit Premium Series 0278,Industrial Equipment,Premium,Liter,251.43,620.0,Active
279,PROD-000279,357, Proximity Sensor Specialty Series 0279 ,Electronics,Specialty,Meter,292.06,546.03,Active
280,PROD-000280,725,Process Pump Assembly Standard Series 0280,Industrial Equipment,Standard,Meter,48.23,65.7,Active
281,PROD-000281,845,Motor Control Panel Specialty Series 0281,Electronics,Specialty,Kg,159.37,211.69,Active
282,PROD-000282,458,Reusable Transport Crate Premium Series 0282,Packaging,Premium,Kg,466.65,911.82,Active
283,PROD-000283,133,Corrugated Shipping Carton Premium Series 0283,Packaging,Premium,Kg,120.47,284.68,Active
284,PROD-000284,21,Pneumatic Control Unit Premium Series 0284,Industrial Equipment,Premium,Liter,245.58,493.96,Active
285,PROD-000285,629,Industrial Drive System Specialty Series 0285,Industrial Equipment,Specialty,Meter,203.41,261.68,Active
286,PROD-000286,534,Drive Shaft Assembly Specialty Series 0286,Components,Specialty,Kg,409.35,843.6,Active
287,PROD-000287,82,Motor Control Panel Specialty Series 0287,Electronics,Specialty,Kg,64.05,107.33,Active
288,PROD-000288,829,Engineering Plastic Pellets Standard Series 0288,Raw Materials,Standard,Each,119.64,260.7,Inactive
289,PROD-000289,12,Cold Rolled Steel Coil Premium Series 0289,Raw Materials,Premium,Liter,493.96,1164.78,Active
290,PROD-000290,823,Pneumatic Control Unit Premium Series 0290,Industrial Equipment,Premium,Each,237.87,347.95,Active
291,PROD-000291,309,Industrial Stretch Film Premium Series 0291,Packaging,Premium,Liter,299.06,399.54,Active
292,PROD-000292,268,Drive Shaft Assembly Standard Series 0292,Components,Standard,Meter,74.99,142.2,Active
293,PROD-000293,817,Material Handling Unit Specialty Series 0293,Industrial Equipment,Specialty,Kg,46.01,111.08,Active
294,PROD-000294,944,Engineering Plastic Pellets Standard Series 0294,Raw Materials,Standard,Each,341.88,787.49,Active
295,PROD-000295,540,Hydraulic Power Unit Specialty Series 0295,Industrial Equipment,Specialty,Each,154.21,288.82,Active
296,PROD-000296,853,Pneumatic Control Unit Specialty Series 0296,Industrial Equipment,Specialty,Meter,213.54,297.05,Active
297,PROD-000297,786,Proximity Sensor Premium Series 0297,Electronics,Premium,Kg,140.02,220.91,Active
298,PROD-000298,776, Process Pump Assembly Standard Series 0298 ,Industrial Equipment,Standard,Kg,59.68,92.07,Inactive
299,PROD-000299,672,Material Handling Unit Standard Series 0299,Industrial Equipment,Standard,Kg,233.0,299.99,Active
300,PROD-000300,13,Engineering Plastic Pellets Premium Series 0300,Raw Materials,Premium,Meter,409.89,903.24,Active
301,PROD-000301,49,Cold Rolled Steel Coil Specialty Series 0301,Raw Materials,Specialty,Liter,460.27,587.04,Active
302,PROD-000302,171,Aluminum Sheet Stock Standard Series 0302,Raw Materials,Standard,Kg,221.14,395.43,Active
303,PROD-000303,59,Industrial Drive System Standard Series 0303,Industrial Equipment,Standard,Kg,131.64,216.51,Active
304,PROD-000304,318,Pallet Wrap Assembly Standard Series 0304,Packaging,Standard,Each,475.64,1062.45,Active
305,PROD-000305,311,Heavy-Duty Packaging Sleeve Standard Series 0305,Packaging,Standard,Each,283.8,676.5,Active
306,PROD-000306,348,Reusable Transport Crate Premium Series 0306,Packaging,Premium,Liter,348.22,840.62,Active
307,PROD-000307,850,Industrial Control Module Specialty Series 0307,Electronics,Specialty,Each,430.24,1002.23,Active
308,PROD-000308,597,Protective Packaging Insert Specialty Series 0308,Packaging,Specialty,Liter,302.46,508.31,Inactive
309,PROD-000309,311,Proximity Sensor Premium Series 0309,Electronics,Premium,Each,499.4,769.59,Active
310,PROD-000310,773,Pallet Wrap Assembly Premium Series 0310,Packaging,Premium,Each,81.06,118.63,Active
311,PROD-000311,859,Heavy-Duty Packaging Sleeve Specialty Series 0311,Packaging,Specialty,Each,479.32,984.76,Active
312,PROD-000312,999,Industrial Signal Converter Premium Series 0312,Electronics,Premium,Meter,45.88,109.26,Active
313,PROD-000313,549,Hydraulic Power Unit Specialty Series 0313,Industrial Equipment,Specialty,Kg,417.22,933.28,Active
314,PROD-000314,581,Aluminum Sheet Stock Premium Series 0314,Raw Materials,Premium,Each,73.6,146.27,Active
315,PROD-000315,123,Aluminum Mounting Bracket Specialty Series 0315,Components,Specialty,Each,379.12,677.88,Active
316,PROD-000316,396,Power Distribution Module Standard Series 0316,Electronics,Standard,Each,456.58,1106.05,Active
317,PROD-000317,784,Stainless Steel Sheet Premium Series 0317,Raw Materials,Premium,Meter,156.83,303.36,Inactive
318,PROD-000318,148,Reusable Transport Crate Specialty Series 0318,Packaging,Specialty,Meter,350.98,789.06,Active
319,PROD-000319,583,Precision Bearing Assembly Specialty Series 0319,Components,Specialty,Meter,236.45,462.93,Active
320,PROD-000320,152,Variable Frequency Drive Premium Series 0320,Electronics,Premium,Meter,452.87,937.48,Inactive
321,PROD-000321,604,Aluminum Mounting Bracket Standard Series 0321,Components,Standard,Kg,285.74,417.11,Active
322,PROD-000322,3,Power Distribution Module Standard Series 0322,Electronics,Standard,Meter,240.95,305.55,Active
323,PROD-000323,724,Motor Control Panel Premium Series 0323,Electronics,Premium,Liter,294.22,388.24,Active
324,PROD-000324,102,Industrial Signal Converter Specialty Series 0324,Electronics,Specialty,Each,90.4,169.29,Active
325,PROD-000325,270,Corrugated Shipping Carton Premium Series 0325,Packaging,Premium,Kg,249.22,589.89,Active
326,PROD-000326,199,Variable Frequency Drive Premium Series 0326,Electronics,Premium,Kg,32.73,43.9,Active
327,PROD-000327,830,Polymer Resin Standard Series 0327,Raw Materials,Standard,Each,421.99,712.33,Active
328,PROD-000328,65,Power Distribution Module Premium Series 0328,Electronics,Premium,Meter,212.88,450.7,Active
329,PROD-000329,115,Industrial Valve Assembly Standard Series 0329,Components,Standard,Liter,176.72,345.36,Active
330,PROD-000330,480,Thermal Processing Unit Specialty Series 0330,Industrial Equipment,Specialty,Meter,117.35,234.1,Active
331,PROD-000331,597,Industrial Control Module Specialty Series 0331,Electronics,Specialty,Kg,417.47,934.02,Active
332,PROD-000332,999,Variable Frequency Drive Premium Series 0332,Electronics,Premium,Liter,437.59,1093.58,Active
333,PROD-000333,830,Proximity Sensor Specialty Series 0333,Electronics,Specialty,Liter,112.08,275.81,Active
334,PROD-000334,446,Pallet Wrap Assembly Standard Series 0334,Packaging,Standard,Kg,441.3,743.77,Active
335,PROD-000335,304,Industrial Valve Assembly Standard Series 0335,Components,Standard,Each,250.98,507.7,Inactive
336,PROD-000336,803,Reusable Transport Crate Premium Series 0336,Packaging,Premium,Kg,234.1,436.71,Active
337,PROD-000337,978,Cold Rolled Steel Coil Premium Series 0337,Raw Materials,Premium,Kg,41.42,63.57,Active
338,PROD-000338,904,Steel Coupling Premium Series 0338,Components,Premium,Kg,495.27,744.21,Inactive
339,PROD-000339,720,Proximity Sensor Standard Series 0339,Electronics,Standard,Kg,456.86,803.59,Active
340,PROD-000340,147,Industrial Copper Wire Specialty Series 0340,Raw Materials,Specialty,Liter,446.39,788.55,Active
341,PROD-000341,337,Industrial Valve Assembly Standard Series 0341,Components,Standard,Each,394.03,493.63,Active
342,PROD-000342,288,Conveyor Roller Assembly Specialty Series 0342,Components,Specialty,Meter,284.72,546.95,Active
343,PROD-000343,534,Industrial Control Module Specialty Series 0343,Electronics,Specialty,Kg,167.87,402.89,Active
344,PROD-000344,839,Steel Coupling Standard Series 0344,Components,Standard,Liter,305.37,400.36,Active
345,PROD-000345,113,Aluminum Mounting Bracket Premium Series 0345,Components,Premium,Each,24.99,62.0,Inactive
346,PROD-000346,290,Pallet Wrap Assembly Specialty Series 0346,Packaging,Specialty,Each,350.6,842.12,Active
347,PROD-000347,670,Heavy-Duty Packaging Sleeve Standard Series 0347,Packaging,Standard,Kg,291.31,548.5,Inactive
348,PROD-000348,445,Thermal Processing Unit Premium Series 0348,Industrial Equipment,Premium,Kg,77.94,127.61,Active
349,PROD-000349,577,Cold Rolled Steel Coil Premium Series 0349,Raw Materials,Premium,Meter,46.08,71.09,Active
350,PROD-000350,120,Pneumatic Control Unit Standard Series 0350,Industrial Equipment,Standard,Meter,318.21,733.66,Active
351,PROD-000351,679,Industrial Stretch Film Specialty Series 0351,Packaging,Specialty,Meter,30.42,61.78,Active
352,PROD-000352,713,Pallet Wrap Assembly Standard Series 0352,Packaging,Standard,Kg,218.07,302.1,Active
353,PROD-000353,214,Material Handling Unit Standard Series 0353,Industrial Equipment,Standard,Meter,194.85,372.32,Active
354,PROD-000354,249,Thermal Processing Unit Specialty Series 0354,Industrial Equipment,Specialty,Meter,265.55,526.69,Active
355,PROD-000355,873,Cold Rolled Steel Coil Premium Series 0355,Raw Materials,Premium,Kg,254.98,394.71,Active
356,PROD-000356,664,Variable Frequency Drive Premium Series 0356,Electronics,Premium,Each,406.06,850.45,Active
357,PROD-000357,648,Proximity Sensor Standard Series 0357,Electronics,Standard,Liter,356.91,691.83,Inactive
358,PROD-000358,248,Power Distribution Module Standard Series 0358,Electronics,Standard,Liter,196.94,315.84,Active
359,PROD-000359,915,Industrial Valve Assembly Specialty Series 0359,Components,Specialty,Liter,153.46,225.95,Active
360,PROD-000360,295,Industrial Signal Converter Specialty Series 0360,Electronics,Specialty,Meter,115.39,182.15,Active
361,PROD-000361,424,Precision Bearing Assembly Premium Series 0361,Components,Premium,Liter,261.31,508.47,Inactive
362,PROD-000362,922,Variable Frequency Drive Premium Series 0362,Electronics,Premium,Each,56.26,101.35,Active
363,PROD-000363,382,Proximity Sensor Specialty Series 0363,Electronics,Specialty,Meter,134.43,271.41,Active
364,PROD-000364,680,Drive Shaft Assembly Specialty Series 0364,Components,Specialty,Kg,327.27,647.67,Active
365,PROD-000365,528,Industrial Valve Assembly Standard Series 0365,Components,Standard,Each,112.34,225.95,Active
366,PROD-000366,925,Reusable Transport Crate Specialty Series 0366,Packaging,Specialty,Kg,199.66,293.33,Active
367,PROD-000367,74,Precision Bearing Assembly Premium Series 0367,Components,Premium,Meter,233.29,468.81,Inactive
368,PROD-000368,320,Steel Coupling Standard Series 0368,Components,Standard,Each,453.17,895.59,Active
369,PROD-000369,917,Industrial Stretch Film Premium Series 0369,Packaging,Premium,Each,206.1,295.85,Active
370,PROD-000370,568,Power Distribution Module Standard Series 0370,Electronics,Standard,Meter,494.62,1222.52,Active
371,PROD-000371,183,Stainless Steel Sheet Specialty Series 0371,Raw Materials,Specialty,Liter,60.09,100.75,Active
372,PROD-000372,52,Thermal Processing Unit Premium Series 0372,Industrial Equipment,Premium,Kg,499.58,637.1,Active
373,PROD-000373,126,Hydraulic Power Unit Premium Series 0373,Industrial Equipment,Premium,Liter,189.98,421.07,Inactive
374,PROD-000374,728,Pneumatic Control Unit Specialty Series 0374,Industrial Equipment,Specialty,Meter,435.04,982.13,Active
375,PROD-000375,47,Polymer Resin Standard Series 0375,Raw Materials,Standard,Kg,429.91,1031.44,Active
376,PROD-000376,233,Process Pump Assembly Specialty Series 0376,Industrial Equipment,Specialty,Each,183.43,429.49,Inactive
377,PROD-000377,842,Material Handling Unit Premium Series 0377,Industrial Equipment,Premium,Liter,240.78,302.88,Active
378,PROD-000378,271,Industrial Signal Converter Standard Series 0378,Electronics,Standard,Kg,187.0,286.96,Active
379,PROD-000379,479,Cold Rolled Steel Coil Standard Series 0379,Raw Materials,Standard,Liter,485.18,686.33,Inactive
380,PROD-000380,413,Variable Frequency Drive Standard Series 0380,Electronics,Standard,Liter,244.63,531.91,Active
381,PROD-000381,375,Proximity Sensor Specialty Series 0381,Electronics,,Kg,467.62,1021.49,Active
382,PROD-000382,93,Process Pump Assembly Standard Series 0382,Industrial Equipment,Standard,Each,211.16,280.24,Active
383,PROD-000383,28,Motor Control Panel Premium Series 0383,Electronics,Premium,Each,203.95,482.19,Active
384,PROD-000384,305,Engineering Plastic Pellets Specialty Series 0384,Raw Materials,Specialty,Each,147.63,338.04,Active
385,PROD-000385,140,Cold Rolled Steel Coil Specialty Series 0385,Raw Materials,Specialty,Kg,315.91,526.35,Active
386,PROD-000386,501,Variable Frequency Drive Specialty Series 0386,Electronics,Specialty,Each,123.01,165.11,Active
387,PROD-000387,957,Proximity Sensor Premium Series 0387,Electronics,Premium,Each,466.06,1037.18,Active
388,PROD-000388,955,Pallet Wrap Assembly Specialty Series 0388,Packaging,Specialty,Each,355.0,808.71,Active
389,PROD-000389,880,Stainless Steel Sheet Specialty Series 0389,Raw Materials,Specialty,Liter,200.18,487.25,Active
390,PROD-000390,176,Industrial Signal Converter Premium Series 0390,Electronics,Premium,Meter,491.77,705.21,Active
391,PROD-000391,6,Hydraulic Power Unit Standard Series 0391,Industrial Equipment,Standard,Kg,462.5,724.3,Active
392,PROD-000392,552,Pneumatic Control Unit Premium Series 0392,Industrial Equipment,Premium,Meter,138.87,210.83,Active
393,PROD-000393,568,Industrial Drive System Standard Series 0393,Industrial Equipment,Standard,Kg,442.77,940.47,Active
394,PROD-000394,676,Pallet Wrap Assembly Standard Series 0394,Packaging,Standard,Meter,98.58,219.68,Active
395,PROD-000395,209,Motor Control Panel Premium Series 0395,Electronics,Premium,Each,354.93,620.17,Active
396,PROD-000396,674,Conveyor Roller Assembly Premium Series 0396,Components,Premium,Each,190.92,307.44,Active
397,PROD-000397,1,Precision Bearing Assembly Standard Series 0397,Components,Standard,Kg,414.86,834.6,Inactive
398,PROD-000398,7,Steel Coupling Standard Series 0398,Components,Standard,Kg,117.65,253.94,Active
399,PROD-000399,883,Polymer Resin Specialty Series 0399,Raw Materials,Specialty,Each,141.91,336.93,Active
400,PROD-000400,1000,Industrial Copper Wire Standard Series 0400,Raw Materials,Standard,Kg,455.03,645.9,Inactive
